"severity","category","code","id","subject","unit","concept","difficulty","message","reasons","excerpt","meta"
"P1","difficulty","difficulty_probably_too_low","q-2018-hanyang-24","적분학","정적분의 응용","실린더 셸 회전체","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""subjective"",""mathDensity=12""]","곡선 $y=f(x)=\begin{cases}\dfrac{\tanh x}{x}&,x\ne 0\\1&,x=0\end{cases}$와 세 직선 $x=\ln 2,\,x=0,\,y=0$으로 둘러싸인 영역을 $y$축 둘레로 회전시킨 부피가 $2\pi\ln a$일 때, $20a$의 값을 구하시오.","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2018-hanyang-26","공학수학","미분방정식","연립ODE 일계 선형","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""subjective"",""mathDensity=25""]","$\begin{cases}2\dfrac{dx}{dt}+\dfrac{dy}{dt}-y=t\\\dfrac{dx}{dt}+\dfrac{dy}{dt}=t^2\end{cases},\,x(0)=1,\,y(0)=0$을 만족하는 함수 $x(t),\,y(t)$에 대하여 $x(1)+y(1)=\dfrac{p}{q}$ (단, $p$와 $q$는 서로소) 일 때 $p+q$의 값을 구하시오.","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2018-konkuk-25","적분학","급수의 수렴/발산","수렴 비교판정","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/Stokes|스토크스|Green\\s*정리|그린\\s*정리|발산\\s*정리|Gauss\\s*정리/"",""mathDensity=20""]","모든 항이 양수인 수열 $\{n a_n\}$이 $2$로 수렴하는 증가수열일 때 다음 급수 중 반드시 수렴하는 것을 모두 고르면? (a) $\displaystyle\sum_{n=1}^{\infty} a_n$ (b) $\displaystyle\sum_{n=1}^{\infty} a_n^2$ (c) $\displaystyle\sum_{n=1}^{\infty}\!\left(\dfrac{1}{2}\ri...","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2018-konkuk-38","다변수함수","선적분과 면적분","보존장(완전미분)","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""mathDensity=12""]","좌표평면에서 곡선 $C$가 점 $(-1,0)$에서 시작하여 점 $(0,1)$을 거쳐 점 $(1,0)$으로 이어지는 꺾인 직선일 때, 선적분 $\displaystyle\int_C (1-y e^{-x})dx + e^{-x}dy$의 값을 구하면?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2018-konkuk-39","다변수함수","선적분과 면적분","그린정리(면적)","easyMedium","Heuristic estimate is 킬러 but current is 중하.","[""unitBase=4"",""highKeyword=/Stokes|스토크스|Green\\s*정리|그린\\s*정리|발산\\s*정리|Gauss\\s*정리/""]","곡선 $C$는 좌표평면에서 점 $(1,0),(0,1),(-1,0),(0,-1)$을 꼭짓점으로 갖는 사각형이다. 선적분 $\displaystyle\oint_C -y\,dx + x\,dy$의 값은?","{""currentIndex"":1,""predictedIndex"":5,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2018-kwangwoon-03","미분학","도함수의 응용","거리의 제곱 합 최소 (산술평균)","easy","Heuristic estimate is 중상 but current is 하.","[""unitBase=2"",""mathDensity=18""]","수직선에 있는 $n$개의 점 $a_1,a_2,\ldots,a_n$으로부터 거리의 제곱의 합이 최소인 수직선의 점은?","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2018-kwangwoon-04","적분학","급수의 수렴/발산","급수 진위 (발산정리·비교판정)","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/Stokes|스토크스|Green\\s*정리|그린\\s*정리|발산\\s*정리|Gauss\\s*정리/"",""multiStatement"",""mathDensity=18""]","다음 중 옳은 것을 모두 고르면? ⓐ 급수 $\displaystyle\sum_{n=1}^{\infty}a_n$이 수렴하면 $\displaystyle\lim_{n\to\infty}a_n=0$이다. ⓑ 급수 $\displaystyle\sum_{n=1}^{\infty}n^{-2/3}$는 수렴한다. ⓒ 두 급수 $\displaystyle\sum_{n=1}^{\infty}a_n$과 $\displays...","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2018-kwangwoon-12","적분학","정적분의 응용","$\cosh$ 곡선 길이","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=3"",""mathDensity=12""]","곡선 $y=\dfrac{e^x+e^{-x}}{2}$ ($-1\le x\le 1$)의 길이는?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2018-kwangwoon-17","선형대수","선형사상","사영 변환 행렬","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=3"",""mathDensity=11""]","$\mathbb{R}^3$에서 $xz$평면으로의 사영 $P(x,y,z)=(x,0,z)$로 정의된 일차 변환 $P:\mathbb{R}^3\to\mathbb{R}^3$에 대응하는 변환 행렬 $A_P$는?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2018-kwangwoon-19","다변수함수","곡선과 곡면","접평면 방정식","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/""]","점 $(1,4,0)$에서 곡면 $z=y\ln x$의 접평면의 방정식은?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2018-kwangwoon-22","다변수함수","삼중적분과 극좌표계","극곡선 영역 넓이","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""mathDensity=16""]","극 방정식 $r=4+3\cos\theta$로 주어진 곡선으로 둘러싸인 영역의 넓이는?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2018-kwangwoon-23","다변수함수","삼중적분과 극좌표계","구면좌표 삼중적분","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=31""]","영역 $Q$가 원점이 중심이고 반지름이 $1$과 $2$인 구면 사이의 영역일 때 삼중 적분 $\displaystyle\iiint_Q\sqrt{x^2+y^2}\,dxdydz$의 값은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2018-kwangwoon-25","다변수함수","중적분","그린 정리","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/Stokes|스토크스|Green\\s*정리|그린\\s*정리|발산\\s*정리|Gauss\\s*정리/|/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=13""]","닫힌 곡선 $C$는 좌표평면에서 $y=0,\,y=\sqrt{x},\,x=1$의 그래프에 의해 둘러싸인 영역의 경계이고 반시계 방향을 갖는다. 이 때 선적분 $\displaystyle\oint_C-y^2\,dx+2xy\,dy$의 값은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2018-kwangwoon-29","다변수함수","곡선과 곡면","공간곡선 길이","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=3"",""mathDensity=12""]","곡선 $\vec{x}(t)=(\cos 2t,\sin 2t,2t)$ ($0\le t\le 5$)의 길이는?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2018-skku-01","적분학","특이적분","발산 판정","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=3"",""mathDensity=16""]","특이적분 $\displaystyle\int_1^4\dfrac{dx}{(x-2)^2}$의 값은?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2018-skku-05","다변수함수","선적분과 면적분","보존장 일","easyMedium","Heuristic estimate is 킬러 but current is 중하.","[""unitBase=4"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=9""]","공간에서 물체가 점 $P(1,1,1)$에서 점 $Q(2,2,2)$로 움직일 때 힘 $F=x^2\mathbf i+y^2\mathbf j+z^2\mathbf k$이 한 일은?","{""currentIndex"":1,""predictedIndex"":5,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2018-skku-10","다변수함수","선적분과 면적분","발산정리","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""highKeyword=/Stokes|스토크스|Green\\s*정리|그린\\s*정리|발산\\s*정리|Gauss\\s*정리/|/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=8""]","폐곡선 $x^2+y^2+z^2=1$을 $S$라 하고 $S$의 방향(orientation)이 바깥쪽을 향할 때 벡터장 $F(x,y,z)=\sin^2 x\,\mathbf i+6y\,\mathbf j-z\sin 2x\,\mathbf k$이 곡면 $S$를 통과하는 유량(Flux)은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2018-skku-12","선형대수","고유치와 대각화","케일리-해밀턴","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/Jordan|조르당|최소다항식|Cayley[-\\s]*Hamilton|케일리/"",""mathDensity=19""]","행렬 $A=\begin{pmatrix}1&0&0\\3&-1&0\\4&2&-2\end{pmatrix}$와 실수 $a_0,a_1,a_2$에 대하여 $A^5=a_2 A^2+a_1 A+a_0 I$일 때 합 $a_0+a_1+a_2$의 값은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2018-skku-17","다변수함수","중적분","3중적분 부피","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=35""]","공간에서 영역 $R$이 두 곡면 $y=x^2,\,x=y^2$과 두 평면 $z=0,\,z=x+y$로 둘러싸여 있을 때 영역의 체적은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2018-sogang-11","다변수함수","선적분과 면적분","3차원 곡선 선적분","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""mathDensity=9""]","곡선 $C$가 $\vec{r}(t)=(\cos t,\sin t,3t)\;(0\le t\le 2\pi)$로 주어졌을 때 $C$ 위에서 벡터장 $\vec{F}(x,y,z)=z\vec{i}+x\vec{j}+y\vec{k}$의 선적분의 값은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-ajou-29","다변수함수","편도함수","음함수의 미분 (접선의 기울기)","easy","Heuristic estimate is 중상 but current is 하.","[""unitBase=2"",""mathDensity=17""]","곡선 $x^2=y^3-y+3$ 위의 점 $(3,2)$에서의 접선의 기울기는?","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-ajou-33","적분학","급수의 수렴/발산","급수 수렴 판정 (비교판정법)","easyMedium","Heuristic estimate is 상 but current is 중하.","[""unitBase=3"",""mathDensity=19""]","무한급수 $\displaystyle\sum_{n=1}^{\infty}a_n$의 수렴·발산 판정에 대한 다음 설명 중 옳은 것은?","{""currentIndex"":1,""predictedIndex"":4,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-ajou-36","다변수함수","중적분","무게중심 (도넛형 영역)","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=13""]","평면상의 영역 $D=\{(x,y)\mid x^2+y^2\le 4,\,(x-1)^2+y^2\ge 1\}$의 무게 중심의 좌표는 $(a,0)$이다. 이때 $a$의 값은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-ajou-38","적분학","특이적분","$\arctan$ 형태 이상적분","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=3"",""mathDensity=22""]","이상 적분 $\displaystyle\int_{1/2}^{\infty}\dfrac{dx}{1+4x^2}$의 값은?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2019-ajou-45","다변수함수","Taylor급수와 최대/최소","조건 최적화 (AM-GM)","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""mathDensity=20""]","점 $(x,y)$가 $4x^2+y^2+xy=1$을 만족할 때 $e^{xy}$의 최댓값은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-ajou-46","다변수함수","중적분","적분순서 변경","easyMedium","Heuristic estimate is 상 but current is 중하.","[""unitBase=3"",""mathDensity=29""]","다음 $\displaystyle\int_0^1\!\left[\int_{\sqrt{x}}^{1}\sin(\pi y^3)dy\right]dx$ 적분의 값은?","{""currentIndex"":1,""predictedIndex"":4,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-ajou-47","다변수함수","삼중적분과 극좌표계","극곡선 영역의 넓이","easyMedium","Heuristic estimate is 킬러 but current is 중하.","[""unitBase=4"",""mathDensity=25""]","극좌표 방정식 $r=\sqrt{\sin^3\theta}$, $0\le\theta\le\pi$로 표현되는 곡선에 의해 둘러싸인 영역의 넓이는?","{""currentIndex"":1,""predictedIndex"":5,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2019-ajou-48","적분학","특이적분","가우시안 변형 (지문 1)","easyMedium","Heuristic estimate is 킬러 but current is 중하.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=37""]","이상 적분 $I=\displaystyle\int_0^{\infty}x^2 e^{-x^2}dx$의 값을 구하기 위하여 $I^2$을 극좌표로 변환했을 때 $I^2=\displaystyle\int_0^{a}\!\!\left(\int_0^{\infty}r^m e^{-r^2}dr\right)\!\sin^2\theta\cos^2\theta\,d\theta$로 표현된다. $a$의 값은?","{""currentIndex"":1,""predictedIndex"":5,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2019-dankook-35","다변수함수","삼중적분과 극좌표계","카디오이드 영역 넓이","easy","Heuristic estimate is 킬러 but current is 하.","[""unitBase=4"",""mathDensity=7""]","심장선 $r=1+\sin\theta$로 둘러싸인 영역의 넓이는?","{""currentIndex"":0,""predictedIndex"":5,""delta"":5}"
"P1","difficulty","difficulty_probably_too_low","q-2019-dankook-38","다변수함수","편도함수","방향도함수","easy","Heuristic estimate is 상 but current is 하.","[""unitBase=2"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=7""]","점 $(2,1,\pi)$에서 함수 $f(x,y,z)=y^2+x\cos(yz)$의 벡터 $\vec{v}=\langle 2,3,-6\rangle$ 방향으로의 방향도함수는?","{""currentIndex"":0,""predictedIndex"":4,""delta"":4}"
"P1","difficulty","difficulty_probably_too_low","q-2019-dankook-39","다변수함수","중적분","두 포물선 영역 적분","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=19""]","두 포물선 $y^2=1-x,\,y^2=1+x$로 둘러싸인 부분 중에서 $y\ge 0$인 영역을 $R$이라 할 때 이중적분 $\displaystyle\iint_R y\,dA$의 값은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-dankook-41","다변수함수","삼중적분과 극좌표계","피적분함수 양수 조건 (최댓값)","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=26""]","양의 실수 $a$에 대하여 $B(a)=\{(x,y,z)\mid x^2+y^2+z^2\le a^2\}$일 때 삼중적분 $\displaystyle\iiint_{B(a)}\!\left(\dfrac{2}{x^2+y^2+z^2}-\dfrac{2}{\sqrt{x^2+y^2+z^2}}\right)dV$의 최댓값은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-dankook-42","다변수함수","선적분과 면적분","보존벡터장 (육면체 경로)","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=7""]","경로 $C$는 원점 $O(0,0,0)$부터 점 $A(2,1,1)$까지 직육면체의 변을 따라 움직이는 경로이다. 벡터장 $\vec{F}(x,y,z)=\langle e^y,xe^y-e^z,-ye^z\rangle$일 때 선적분 $\displaystyle\int_C\vec{F}\cdot d\vec{r}$의 값은?","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-dankook-44","다변수함수","곡선과 곡면","발산정리 (원기둥 + 평면)","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/Stokes|스토크스|Green\\s*정리|그린\\s*정리|발산\\s*정리|Gauss\\s*정리/|/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=9""]","원기둥 $x^2+y^2=1$과 평행한 두 평면 $z=1+2x,\,z=2+2x$로 둘러싸인 입체의 경계를 $S$라 하자. 벡터장 $\vec{F}(x,y,z)=\langle x^2+3y,\,-3y^2+\sin z,\,2z^2\rangle$에 대하여 면적분 $\displaystyle\iint_S\vec{F}\cdot d\vec{S}$의 값은? (단, $S$의 방향은 둘러싸인 영역의 바깥 방향이다....","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-ewha-11","다변수함수","Taylor급수와 최대/최소","산술기하평균 부등식 최댓값","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=4"",""mathDensity=26""]","등식 $x^4+y^4=\dfrac{3}{4}$을 만족하는 실수 $x,y$에 대해 $x^2 y$의 최댓값을 구하시오.","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-ewha-13","적분학","정적분의 계산","유리함수 적분","easy","Heuristic estimate is 중상 but current is 하.","[""unitBase=2"",""mathDensity=17""]","정적분 $\!\displaystyle\int_0^4\dfrac{3x}{1+2x}\,dx$의 값을 계산하시오.","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-ewha-15","적분학","정적분의 계산","부분적분 (x²ln x)","easy","Heuristic estimate is 중상 but current is 하.","[""unitBase=2"",""mathDensity=28""]","정적분 $\!\displaystyle\int_1^e x^2\ln x\,dx$의 값을 계산하시오.","{""currentIndex"":0,""predictedIndex"":3,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-ewha-26","다변수함수","경도 및 방향도함수","최대 방향도함수 = 경도 정규화","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""highKeyword=/\\\\iiint|\\\\iint|\\\\nabla|curl|div|rot/"",""mathDensity=7""]","$f(x,y,z)=x+xy+ye^{xz}$가 주어졌다. $3$차원 단위벡터들 $\vec u=a\mathbf i+b\mathbf j+c\mathbf k$ 중 점 $(1,1,0)$에서의 $\vec u$ 방향에 대한 방향미분값을 가장 크게 만드는 $\vec u$를 찾고, $a+b+c$의 값을 구하시오.","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-gachon-05","적분학","Maclaurin급수의 응용","$e^x$ 멱급수 인식","easyMedium","Heuristic estimate is 상 but current is 중하.","[""unitBase=3"",""mathDensity=14""]","급수 $1-2\ln 3+\dfrac{(2\ln 3)^2}{2!}-\dfrac{(2\ln 3)^3}{3!}+\cdots$의 합은?","{""currentIndex"":1,""predictedIndex"":4,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-gachon-08","적분학","정적분의 응용","원의 극방정식 면적","easyMedium","Heuristic estimate is 상 but current is 중하.","[""unitBase=3"",""mathDensity=14""]","극곡선 $r=\sin\theta+\cos\theta$로 둘러싸인 영역의 넓이는?","{""currentIndex"":1,""predictedIndex"":4,""delta"":3}"
"P1","difficulty","difficulty_probably_too_low","q-2019-gachon-13","적분학","Maclaurin급수의 응용","수렴구간 진위","medium","Heuristic estimate is 킬러 but current is 중.","[""unitBase=3"",""multiStatement"",""mathDensity=14""]","멱급수 $\sum a_n x^n$은 $x=-2$일 때 수렴하고 $x=3$일 때 발산한다. 다음 보기의 급수 중 수렴하는 급수의 개수는? ㄱ. $\sum a_n\quad$ ㄴ. $\sum|a_n|\quad$ ㄷ. $\sum(-4)^n a_n\quad$ ㄹ. $\sum n a_n$","{""currentIndex"":2,""predictedIndex"":5,""delta"":3}"
