"severity","category","code","id","subject","unit","concept","difficulty","field","message","reasons","excerpt","evidence"
"P3","quality","explanation_maybe_thin","q-daily-mv-r31-4","다변수함수","중적분","이중적분","easyMedium","explanation","Explanation may be too short.","[""length=69"",""questionMathDensity=7""]","곡선 $y=x^2$과 $y=\sqrt x$로 둘러싸인 영역 $D$에서 $\iint_D 4xy dA$의 값은?","$0\le x\le 1,x^2\le y\le\sqrt x$. $\int_0^1 2x[x-x^4]dx=2/3-1/3=1/3$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r33-2","다변수함수","체적과 곡면적","두 원기둥 교차","medium","explanation","Explanation may be too short.","[""length=61"",""questionMathDensity=7""]","두 원기둥 $x^2+y^2=1,\ y^2+z^2=1$로 갇힌 입체의 부피는?","Steinmetz solid: $V=2\int_{-1}^1 2(1-y^2)dy=8\cdot 2/3=16/3$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r33-4","다변수함수","체적과 곡면적","포물면 부피","medium","explanation","Explanation may be too short.","[""length=46"",""questionMathDensity=8""]","포물면 $z=x^2+4y^2$과 $xy$평면 그리고 두 포물주면 $y^2=x,x^2=y$에 의해 둘러싸인 입체 영역의 부피를 구하시오.","$0\le x\le 1,x^2\le y\le\sqrt x$. 적분 결과 $3/7$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r35-5","다변수함수","삼중적분과 극좌표계","구면좌표","medium","explanation","Explanation may be too short.","[""length=51"",""questionMathDensity=11""]","$z=\sqrt{(x^2+y^2)/3}$의 위쪽이며 $x^2+y^2+z^2=1$의 안쪽에 놓이는 영역 $E$에서 $\iiint_E 8ze^{x^2+y^2+z^2}dV$의 값은?","구좌표 $0\le\phi\le\pi/3,0\le\rho\le 1$. 적분 결과 $3\pi$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r36-1","다변수함수","삼중적분과 극좌표계","변수변환","medium","explanation","Explanation may be too short.","[""length=53"",""questionMathDensity=13""]","영역 $R=\{(x,y,z)|9x^2+4y^2+z^2\le 1\}$에 대해 $\iiint_R(9x^2+4y^2+z^2)^2 dxdydz$의 값은?","$3x=X,2y=Y,z=Z$. Jacobian $1/6$. 구좌표 적분 결과 $2\pi/21$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r36-3","다변수함수","삼중적분과 극좌표계","원뿔-구 부피","medium","explanation","Explanation may be too short.","[""length=58"",""questionMathDensity=10""]","원뿔 $z=\sqrt{3(x^2+y^2)}$의 윗부분과 구 $x^2+y^2+z^2=2z$로 둘러싸인 영역의 부피는?","구 중심 (0,0,1), 반경 1. 구좌표 $\rho=2\cos\phi$. 적분 결과 $7\pi/12$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r5-2","다변수함수","편도함수","이변수 극한","easyMedium","explanation","Explanation may be too short.","[""length=47"",""questionMathDensity=6""]","$\lim_{(x,y)\to(0,0)}\dfrac{xy^2}{x^2+y^4}$의 극한값은?","$x=my^2$ 대입 시 $m/(m^2+1)$이 $m$에 따라 달라짐. 존재 안 함."
"P3","quality","explanation_maybe_thin","q-daily-mv-r5-3","다변수함수","편도함수","이변수 극한","easyMedium","explanation","Explanation may be too short.","[""length=48"",""questionMathDensity=20""]","다음 중 극한값이 존재하는 것은?","④: $|2xy^2/(x^2+y^2)|\le 2|y|\to 0$. 나머지는 경로 의존."
"P3","quality","explanation_maybe_thin","q-daily-mv-r5-4","다변수함수","편도함수","이변수 극한","easyMedium","explanation","Explanation may be too short.","[""length=55"",""questionMathDensity=8""]","$\lim_{(x,y)\to(0,0)}\dfrac{e^{-x^2-y^2}-1}{x^2+y^2}$의 값은?","$t=x^2+y^2\to 0$. $\lim_{t\to 0}\frac{e^{-t}-1}{t}=-1$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r5-6","다변수함수","편도함수","연속 정의","easyMedium","explanation","Explanation may be too short.","[""length=44"",""questionMathDensity=5""]","$f(x,y)=\dfrac{\cos(x^2+y^2)-1}{x^2+y^2},\ (x,y)\ne(0,0)$일 때 $f$가 $(0,0)$에서 연속이 되도록 $f(0,0)$을 정의하면?","$t=x^2+y^2\to 0$, $\frac{\cos t-1}{t}\to 0$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r6-4","다변수함수","편도함수","편미분","easyMedium","explanation","Explanation may be too short.","[""length=63"",""questionMathDensity=13""]","$f(x,y,z)=\dfrac{x+y+z}{(x^2+y^2+z^2)^2}$에 대해 점 $(1,0,2)$에서 $\dfrac{\partial f}{\partial x}$의 값은?","$f(x,0,2)=(x+2)/(x^2+4)^2$. 미분 후 $x=1$ 대입: $(5-12)/125=-7/125$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r6-5","다변수함수","편도함수","Euler 동차함수","easyMedium","explanation","Explanation may be too short.","[""length=56"",""questionMathDensity=6""]","$f(x,y,z)=2x^2-y^2+3z^2-xy+4yz$에 대해 $g(x,y,z)=xf_x+yf_y+zf_z$. $g(1,1,1)$의 값은?","$f$는 2차 동차 함수이므로 $g=2f$. $f(1,1,1)=2-1+3-1+4=7$. $g=14$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r7-2","다변수함수","Taylor급수와 최대/최소","테일러급수","easyMedium","explanation","Explanation may be too short.","[""length=59"",""questionMathDensity=6""]","함수 $f(x,y)=\ln(1+xy)$의 점 $(1,2)$에서 테일러급수에서 $(x-1)^2$ 항의 계수는?","$f_{xx}=-y^2/(1+xy)^2|_{(1,2)}=-4/9$. 계수 $=f_{xx}/2!=-2/9$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r7-3","다변수함수","Taylor급수와 최대/최소","이차 근사","easyMedium","explanation","Explanation may be too short.","[""length=67"",""questionMathDensity=10""]","점 $(0,0)$에서 $f(x,y)=e^{x^2+y}$의 이차 근사다항식은?","$f(0,0)=1,f_x=0,f_y=1,f_{xx}=2,f_{yy}=1,f_{xy}=0$. $1+y+x^2+y^2/2$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r8-4","다변수함수","편도함수","교차 편미분","easyMedium","explanation","Explanation may be too short.","[""length=69"",""questionMathDensity=19""]","$f(0,0)=0,\ (x,y)\ne(0,0)$이면 $f(x,y)=\dfrac{2xy(y^2-2x^2)}{x^2+3y^2}$. $\alpha=\dfrac{\partial^2 f}{\partial y\partial x}(0,0),\beta=\dfrac{\partial^2 f}{\partial x\partial y}(0,0)$. $\alpha+\beta$는?","$f_x(0,0)=0,f_y(0,0)=0$. $f_{xy}(0,0)=2/3,f_{yx}(0,0)=-4$. 합 $-10/3$."
"P3","quality","explanation_maybe_thin","q-daily-mv-r9-1","다변수함수","편도함수","미분가능성","easyMedium","explanation","Explanation may be too short.","[""length=56"",""questionMathDensity=6""]","함수 $f(x,y)=\begin{cases}x^2y/(x^4+y^2),&(x,y)\ne(0,0)\\0,&(0,0)\end{cases}$ 중 옳은 것을 모두 고르면? 가. 원점에서 연속 / 나. 원점에서 미분가능 / 다. $f_x(0,0)=0,f_y(0,0)=0$","$y=mx^2$ 경로 의존이라 가 거짓, 불연속이라 나 거짓. 다만 편미분은 0,0에서 0으로 존재."
"P3","quality","explanation_maybe_thin","q-daily-mv-r9-2","다변수함수","편도함수","편미분 / 미분가능성","easyMedium","explanation","Explanation may be too short.","[""length=46"",""questionMathDensity=9""]","$f(x,y)=\begin{cases}xy^2\sqrt{x^2+y^2}/(x^2+y^4),&(x,y)\ne(0,0)\\0,&(0,0)\end{cases}$. 옳은 것을 모두 고르면? ⓐ 원점에서 $f_x$ 존재 / ⓑ 원점에서 $f_y$ 존재 / ⓒ 원점에서 미분가능","원점에서 두 편미분 모두 0으로 존재. 그러나 미분가능성 정의 한계 검증 시 실패."
"P3","quality","explanation_maybe_thin","q-daily-r1-2","미분학","함수","역삼각함수","easy","explanation","Explanation may be too short.","[""length=60"",""questionMathDensity=6""]","$\tan^{-1} 2 + \cot^{-1} 2$의 값은?","모든 실수 $x$에 대하여 $\tan^{-1}x + \cot^{-1}x = \dfrac{\pi}{2}$이다."
"P3","quality","explanation_maybe_thin","q-daily-r21-5","미분학","극한과 연속","함수의 극한","easyMedium","explanation","Explanation may be too short.","[""length=58"",""questionMathDensity=8""]","$\displaystyle\lim_{n\to\infty}\!\left(1-\dfrac{3}{2n-5}\right)^n$의 값은?","지수 부분 $-\dfrac{3n}{2n-5}\to-\dfrac{3}{2}$. 따라서 $e^{-3/2}$."
"P3","quality","explanation_maybe_thin","q-daily-r22-4","미분학","극한과 연속","함수의 극한","easy","explanation","Explanation may be too short.","[""length=64"",""questionMathDensity=7""]","극한 $\displaystyle\lim_{x\to 0}(\cos x+3x)^{2/x}$의 값은?","$\cos x+3x=1+3x+O(x^2)$. 지수 $\dfrac{2\cdot 3x}{x}=6$. 따라서 $e^6$."
"P3","quality","explanation_maybe_thin","q-daily-r4-2","미분학","극한과 연속","함수의 극한","easy","explanation","Explanation may be too short.","[""length=65"",""questionMathDensity=6""]","$\displaystyle\lim_{x\to 5^+}\dfrac{5-x}{2|x-5|}$의 값은?","$x \to 5^+$이면 $|x-5|=x-5$이므로 $\dfrac{5-x}{2(x-5)}=-\dfrac{1}{2}$."
"P3","quality","explanation_maybe_thin","q-sample-1778085491269-4","미분학","미분","로그함수 미분","easy","explanation","Explanation may be too short.","[""length=57"",""questionMathDensity=6""]","$f(x) = \ln(2x^2 + 1)$일 때 $f'(1)$의 값은?","$f'(x) = \dfrac{4x}{2x^2 + 1}$이므로 $f'(1) = \dfrac{4}{3}$."
